Time,Symbol,Message
04/07/2017 09:39:51,KURA,$KURA relative volume rising 17.528346 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:42,CADC,$CADC relative volume rising 22.234494 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:39,GURE,$GURE relative volume rising 5.81598 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:27,BBRG,$BBRG relative volume rising 6.743027 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:27,SPU,$SPU relative volume rising 22.984181 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:27,SEED,$SEED relative volume rising 9.20537 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:21,ESXB,$ESXB relative volume rising 5.66524 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:21,LEDS,$LEDS relative volume rising 21.210657 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:21,JNP,$JNP relative volume rising 6.589983 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:12,MICT,$MICT relative volume rising 151.301775 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:39:06,BNSO,$BNSO relative volume rising 19.477069 times yestersday at 09:39 (time now) (30 second test)
04/07/2017 09:38:57,CCCL,$CCCL relative volume rising 45.227192 times yestersday at 09:38 (time now) (30 second test)
04/07/2017 09:38:57,HTGM,$HTGM relative volume rising 8.49132 times yestersday at 09:38 (time now) (30 second test)
04/07/2017 09:38:51,CCCR,"$CCCR relative volume rising 1,150.252137 times yestersday at 09:38 (time now) (30 second test)"
04/07/2017 09:38:45,ITI,$ITI relative volume rising 6.015621 times yestersday at 09:38 (time now) (30 second test)
04/07/2017 09:38:45,NL,$NL relative volume rising 5.565014 times yestersday at 09:38 (time now) (30 second test)
04/07/2017 09:38:42,SPRT,$SPRT relative volume rising 6.697501 times yestersday at 09:38 (time now) (30 second test)
04/07/2017 09:38:30,DELT,$DELT relative volume rising 13.065269 times yestersday at 09:38 (time now) (30 second test)
04/07/2017 09:38:15,SMIT,$SMIT relative volume rising 8.117241 times yestersday at 09:38 (time now) (30 second test)
04/07/2017 09:38:00,CLNT,"$CLNT relative volume rising 1,515.189006 times yestersday at 09:38 (time now) (30 second test)"
04/07/2017 09:38:00,NXEO,$NXEO relative volume rising 6.368667 times yestersday at 09:38 (time now) (30 second test)
04/07/2017 09:37:57,AMCN,$AMCN relative volume rising 8.534593 times yestersday at 09:37 (time now) (30 second test)
04/07/2017 09:37:51,JMM,$JMM relative volume rising 25.725971 times yestersday at 09:37 (time now) (30 second test)
04/07/2017 09:37:36,ICD,$ICD relative volume rising 7.368396 times yestersday at 09:37 (time now) (30 second test)
04/07/2017 09:37:27,ARIS,$ARIS relative volume rising 7.877953 times yestersday at 09:37 (time now) (30 second test)
04/07/2017 09:37:24,ZX,$ZX relative volume rising 22.273292 times yestersday at 09:37 (time now) (30 second test)
04/07/2017 09:37:21,CDXS,$CDXS relative volume rising 48.007652 times yestersday at 09:37 (time now) (30 second test)
04/07/2017 09:37:06,ROYT,$ROYT relative volume rising 6.822665 times yestersday at 09:37 (time now) (30 second test)
04/07/2017 09:37:00,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:37 (time now) (30 second test)
04/07/2017 09:36:45,CBK,$CBK relative volume rising 5.951237 times yestersday at 09:36 (time now) (30 second test)
04/07/2017 09:36:30,SMTX,$SMTX relative volume rising 16.288298 times yestersday at 09:36 (time now) (30 second test)
04/07/2017 09:36:30,GTIM,$GTIM relative volume rising 5.731946 times yestersday at 09:36 (time now) (30 second test)
04/07/2017 09:36:30,RCON,$RCON relative volume rising 12.478863 times yestersday at 09:36 (time now) (30 second test)
04/07/2017 09:36:27,CRME,$CRME relative volume rising 5.165749 times yestersday at 09:36 (time now) (30 second test)
04/07/2017 09:36:21,KURA,$KURA relative volume rising 17.45499 times yestersday at 09:36 (time now) (30 second test)
04/07/2017 09:36:06,LEDS,$LEDS relative volume rising 21.176086 times yestersday at 09:36 (time now) (30 second test)
04/07/2017 09:35:57,INOD,$INOD relative volume rising 28.124585 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:45,AHC,$AHC relative volume rising 6.212955 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:42,AMBR,$AMBR relative volume rising 8.383822 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:42,BBRG,$BBRG relative volume rising 6.59671 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:36,BNSO,$BNSO relative volume rising 19.284334 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:27,CCCL,$CCCL relative volume rising 44.146699 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:27,HTGM,$HTGM relative volume rising 8.67998 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:21,CCCR,"$CCCR relative volume rising 1,147.540171 times yestersday at 09:35 (time now) (30 second test)"
04/07/2017 09:35:21,ESXB,$ESXB relative volume rising 5.656683 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:15,NXTD,$NXTD relative volume rising 6.728001 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:06,NTWK,$NTWK relative volume rising 901.777143 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:00,CLNT,"$CLNT relative volume rising 1,511.950748 times yestersday at 09:35 (time now) (30 second test)"
04/07/2017 09:35:00,DELT,$DELT relative volume rising 12.971182 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:35:00,NXEO,$NXEO relative volume rising 6.260851 times yestersday at 09:35 (time now) (30 second test)
04/07/2017 09:34:57,HBIO,$HBIO relative volume rising 19.38229 times yestersday at 09:34 (time now) (30 second test)
04/07/2017 09:34:39,GURE,$GURE relative volume rising 5.81598 times yestersday at 09:34 (time now) (30 second test)
04/07/2017 09:34:36,ICD,$ICD relative volume rising 7.863757 times yestersday at 09:34 (time now) (30 second test)
04/07/2017 09:34:30,FENX,$FENX relative volume rising 8.359191 times yestersday at 09:34 (time now) (30 second test)
04/07/2017 09:34:24,ZX,$ZX relative volume rising 21.730515 times yestersday at 09:34 (time now) (30 second test)
04/07/2017 09:34:21,CDXS,$CDXS relative volume rising 47.933289 times yestersday at 09:34 (time now) (30 second test)
04/07/2017 09:34:21,ROYT,$ROYT relative volume rising 6.68572 times yestersday at 09:34 (time now) (30 second test)
04/07/2017 09:34:12,CRME,$CRME relative volume rising 5.159232 times yestersday at 09:34 (time now) (30 second test)
04/07/2017 09:34:00,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:34 (time now) (30 second test)
04/07/2017 09:33:54,ABIO,$ABIO relative volume rising 5.032072 times yestersday at 09:33 (time now) (30 second test)
04/07/2017 09:33:51,JMM,$JMM relative volume rising 25.725971 times yestersday at 09:33 (time now) (30 second test)
04/07/2017 09:33:36,JNP,$JNP relative volume rising 6.577008 times yestersday at 09:33 (time now) (30 second test)
04/07/2017 09:33:30,RCON,$RCON relative volume rising 16.540804 times yestersday at 09:33 (time now) (30 second test)
04/07/2017 09:33:27,CADC,$CADC relative volume rising 22.05354 times yestersday at 09:33 (time now) (30 second test)
04/07/2017 09:33:06,LEDS,$LEDS relative volume rising 21.10519 times yestersday at 09:33 (time now) (30 second test)
04/07/2017 09:33:00,CBK,$CBK relative volume rising 5.916405 times yestersday at 09:33 (time now) (30 second test)
04/07/2017 09:33:00,ITI,$ITI relative volume rising 6.007222 times yestersday at 09:33 (time now) (30 second test)
04/07/2017 09:32:57,SEED,$SEED relative volume rising 9.194787 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:51,CNTF,$CNTF relative volume rising 6.225533 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:36,JASN,$JASN relative volume rising 6.709605 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:36,KURA,$KURA relative volume rising 17.261366 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:30,SMTX,$SMTX relative volume rising 15.836066 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:27,HTGM,$HTGM relative volume rising 9.236665 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:27,BBRG,$BBRG relative volume rising 6.649088 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:27,AMBR,$AMBR relative volume rising 8.454758 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:21,CCCR,"$CCCR relative volume rising 1,140.461823 times yestersday at 09:32 (time now) (30 second test)"
04/07/2017 09:32:15,NXTD,$NXTD relative volume rising 6.71709 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:15,AHC,$AHC relative volume rising 6.010313 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:12,CCCL,$CCCL relative volume rising 43.184331 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:00,CLNT,"$CLNT relative volume rising 1,506.44708 times yestersday at 09:32 (time now) (30 second test)"
04/07/2017 09:32:00,NL,$NL relative volume rising 5.558778 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:32:00,NXEO,$NXEO relative volume rising 6.149836 times yestersday at 09:32 (time now) (30 second test)
04/07/2017 09:31:51,BNSO,$BNSO relative volume rising 19.268569 times yestersday at 09:31 (time now) (30 second test)
04/07/2017 09:31:42,ARIS,$ARIS relative volume rising 8.737991 times yestersday at 09:31 (time now) (30 second test)
04/07/2017 09:31:36,ICD,$ICD relative volume rising 7.900672 times yestersday at 09:31 (time now) (30 second test)
04/07/2017 09:31:27,HBIO,$HBIO relative volume rising 19.366549 times yestersday at 09:31 (time now) (30 second test)
04/07/2017 09:31:15,DELT,$DELT relative volume rising 13.828354 times yestersday at 09:31 (time now) (30 second test)
04/07/2017 09:31:06,ESXB,$ESXB relative volume rising 5.019425 times yestersday at 09:31 (time now) (30 second test)
04/07/2017 09:30:51,ROYT,$ROYT relative volume rising 6.663004 times yestersday at 09:30 (time now) (30 second test)
04/07/2017 09:30:51,JMM,$JMM relative volume rising 25.725971 times yestersday at 09:30 (time now) (30 second test)
04/07/2017 09:30:39,GURE,$GURE relative volume rising 5.850434 times yestersday at 09:30 (time now) (30 second test)
04/07/2017 09:30:30,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:30 (time now) (30 second test)
04/07/2017 09:30:27,CADC,$CADC relative volume rising 21.773991 times yestersday at 09:30 (time now) (30 second test)
04/07/2017 09:30:21,CDXS,$CDXS relative volume rising 47.866622 times yestersday at 09:30 (time now) (30 second test)
04/07/2017 09:30:06,KURA,$KURA relative volume rising 17.261366 times yestersday at 09:30 (time now) (30 second test)
04/07/2017 09:30:06,LEDS,$LEDS relative volume rising 21.097388 times yestersday at 09:30 (time now) (30 second test)
04/07/2017 09:29:36,CREG,$CREG relative volume rising 11.974712 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:27,BBRG,$BBRG relative volume rising 5.730664 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:27,HBIO,$HBIO relative volume rising 19.337662 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:21,BNSO,$BNSO relative volume rising 18.571099 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:21,CCCR,"$CCCR relative volume rising 1,125.490598 times yestersday at 09:29 (time now) (30 second test)"
04/07/2017 09:29:12,HTGM,$HTGM relative volume rising 9.366708 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:00,DELT,$DELT relative volume rising 13.612529 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:00,NL,$NL relative volume rising 5.173059 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:00,NXEO,$NXEO relative volume rising 6.058664 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:00,RCON,$RCON relative volume rising 18.165558 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:00,BKEP,$BKEP relative volume rising 19.952143 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:00,FENX,$FENX relative volume rising 8.445078 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:29:00,SMIT,$SMIT relative volume rising 8.117241 times yestersday at 09:29 (time now) (30 second test)
04/07/2017 09:28:57,SPU,$SPU relative volume rising 22.965348 times yestersday at 09:28 (time now) (30 second test)
04/07/2017 09:28:57,SEED,$SEED relative volume rising 9.22076 times yestersday at 09:28 (time now) (30 second test)
04/07/2017 09:28:39,ZX,$ZX relative volume rising 21.185534 times yestersday at 09:28 (time now) (30 second test)
04/07/2017 09:28:36,JASN,$JASN relative volume rising 6.702323 times yestersday at 09:28 (time now) (30 second test)
04/07/2017 09:28:30,CLNT,"$CLNT relative volume rising 1,482.535983 times yestersday at 09:28 (time now) (30 second test)"
04/07/2017 09:28:30,NXTD,$NXTD relative volume rising 6.748939 times yestersday at 09:28 (time now) (30 second test)
04/07/2017 09:28:27,CCCL,$CCCL relative volume rising 42.652653 times yestersday at 09:28 (time now) (30 second test)
04/07/2017 09:28:00,CBK,$CBK relative volume rising 5.610738 times yestersday at 09:28 (time now) (30 second test)
04/07/2017 09:27:57,INOD,$INOD relative volume rising 28.124585 times yestersday at 09:27 (time now) (30 second test)
04/07/2017 09:27:57,MICT,$MICT relative volume rising 154.396511 times yestersday at 09:27 (time now) (30 second test)
04/07/2017 09:27:30,ITI,$ITI relative volume rising 6.006059 times yestersday at 09:27 (time now) (30 second test)
04/07/2017 09:27:21,ROYT,$ROYT relative volume rising 6.600214 times yestersday at 09:27 (time now) (30 second test)
04/07/2017 09:27:21,ICD,$ICD relative volume rising 7.986047 times yestersday at 09:27 (time now) (30 second test)
04/07/2017 09:27:15,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:27 (time now) (30 second test)
04/07/2017 09:26:51,CDXS,$CDXS relative volume rising 47.454984 times yestersday at 09:26 (time now) (30 second test)
04/07/2017 09:26:51,KURA,$KURA relative volume rising 16.504981 times yestersday at 09:26 (time now) (30 second test)
04/07/2017 09:26:51,LEDS,$LEDS relative volume rising 21.063073 times yestersday at 09:26 (time now) (30 second test)
04/07/2017 09:26:42,CRME,$CRME relative volume rising 5.159232 times yestersday at 09:26 (time now) (30 second test)
04/07/2017 09:26:27,AMBR,$AMBR relative volume rising 8.803595 times yestersday at 09:26 (time now) (30 second test)
04/07/2017 09:26:06,ESXB,$ESXB relative volume rising 5.019425 times yestersday at 09:26 (time now) (30 second test)
04/07/2017 09:26:00,NXTD,$NXTD relative volume rising 6.747306 times yestersday at 09:26 (time now) (30 second test)
04/07/2017 09:25:57,CADC,$CADC relative volume rising 21.115272 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:57,ARIS,$ARIS relative volume rising 8.30131 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:51,CCCR,"$CCCR relative volume rising 1,117.997436 times yestersday at 09:25 (time now) (30 second test)"
04/07/2017 09:25:42,HTGM,$HTGM relative volume rising 9.373495 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:39,GURE,$GURE relative volume rising 5.850434 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:30,NXEO,$NXEO relative volume rising 6.027125 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:27,ARDM,$ARDM relative volume rising 9.660714 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:21,CNTF,$CNTF relative volume rising 6.13096 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:15,DELT,$DELT relative volume rising 13.429844 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:00,CLNT,"$CLNT relative volume rising 1,465.648937 times yestersday at 09:25 (time now) (30 second test)"
04/07/2017 09:25:00,NL,$NL relative volume rising 5.055219 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:00,RCON,$RCON relative volume rising 19.63245 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:25:00,SMIT,$SMIT relative volume rising 8.117241 times yestersday at 09:25 (time now) (30 second test)
04/07/2017 09:24:57,SPU,$SPU relative volume rising 22.944821 times yestersday at 09:24 (time now) (30 second test)
04/07/2017 09:24:51,JNP,$JNP relative volume rising 6.564033 times yestersday at 09:24 (time now) (30 second test)
04/07/2017 09:24:51,NFEC,$NFEC relative volume rising 150.269882 times yestersday at 09:24 (time now) (30 second test)
04/07/2017 09:24:42,HBIO,$HBIO relative volume rising 18.429831 times yestersday at 09:24 (time now) (30 second test)
04/07/2017 09:24:30,CBK,$CBK relative volume rising 5.605762 times yestersday at 09:24 (time now) (30 second test)
04/07/2017 09:24:27,CCCL,$CCCL relative volume rising 62.779025 times yestersday at 09:24 (time now) (30 second test)
04/07/2017 09:24:24,ABIO,$ABIO relative volume rising 5.032072 times yestersday at 09:24 (time now) (30 second test)
04/07/2017 09:24:21,BNSO,$BNSO relative volume rising 18.389083 times yestersday at 09:24 (time now) (30 second test)
04/07/2017 09:24:00,AHC,$AHC relative volume rising 5.649346 times yestersday at 09:24 (time now) (30 second test)
04/07/2017 09:23:54,ZX,$ZX relative volume rising 18.038469 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:51,ICD,$ICD relative volume rising 8.016435 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:51,JMM,$JMM relative volume rising 25.521472 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:30,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:21,CDXS,$CDXS relative volume rising 47.504203 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:12,SEED,$SEED relative volume rising 9.24803 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:06,KURA,$KURA relative volume rising 27.012647 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:06,LEDS,$LEDS relative volume rising 20.917662 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:06,NTWK,$NTWK relative volume rising 897.977143 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:00,NXTD,$NXTD relative volume rising 6.756413 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:23:00,ITI,$ITI relative volume rising 6.383787 times yestersday at 09:23 (time now) (30 second test)
04/07/2017 09:22:57,CADC,$CADC relative volume rising 20.496489 times yestersday at 09:22 (time now) (30 second test)
04/07/2017 09:22:57,HTGM,$HTGM relative volume rising 9.356835 times yestersday at 09:22 (time now) (30 second test)
04/07/2017 09:22:51,CCCR,"$CCCR relative volume rising 1,107.007977 times yestersday at 09:22 (time now) (30 second test)"
04/07/2017 09:22:27,AMBR,$AMBR relative volume rising 9.037458 times yestersday at 09:22 (time now) (30 second test)
04/07/2017 09:22:15,DELT,$DELT relative volume rising 13.002953 times yestersday at 09:22 (time now) (30 second test)
04/07/2017 09:22:06,NFEC,$NFEC relative volume rising 147.01269 times yestersday at 09:22 (time now) (30 second test)
04/07/2017 09:22:00,CLNT,"$CLNT relative volume rising 1,448.601945 times yestersday at 09:22 (time now) (30 second test)"
04/07/2017 09:22:00,NL,$NL relative volume rising 5.016031 times yestersday at 09:22 (time now) (30 second test)
04/07/2017 09:21:57,CCCL,$CCCL relative volume rising 60.466146 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:57,HBIO,$HBIO relative volume rising 17.844462 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:57,AMCN,$AMCN relative volume rising 8.743617 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:45,RCON,$RCON relative volume rising 27.505918 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:45,BKEP,$BKEP relative volume rising 18.166429 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:42,MICT,$MICT relative volume rising 154.362965 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:36,BNSO,$BNSO relative volume rising 18.37662 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:24,GURE,$GURE relative volume rising 5.825848 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:21,CREG,$CREG relative volume rising 10.919889 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:12,SPU,$SPU relative volume rising 22.718832 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:21:06,JNP,$JNP relative volume rising 6.70861 times yestersday at 09:21 (time now) (30 second test)
04/07/2017 09:20:42,INOD,$INOD relative volume rising 27.958472 times yestersday at 09:20 (time now) (30 second test)
04/07/2017 09:20:42,SPRT,$SPRT relative volume rising 6.697501 times yestersday at 09:20 (time now) (30 second test)
04/07/2017 09:20:30,AHC,$AHC relative volume rising 5.446656 times yestersday at 09:20 (time now) (30 second test)
04/07/2017 09:20:30,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:20 (time now) (30 second test)
04/07/2017 09:20:30,CBK,$CBK relative volume rising 5.498775 times yestersday at 09:20 (time now) (30 second test)
04/07/2017 09:20:24,ZX,$ZX relative volume rising 15.778601 times yestersday at 09:20 (time now) (30 second test)
04/07/2017 09:20:12,SEED,$SEED relative volume rising 9.126966 times yestersday at 09:20 (time now) (30 second test)
04/07/2017 09:20:00,NXEO,$NXEO relative volume rising 6.018318 times yestersday at 09:20 (time now) (30 second test)
04/07/2017 09:19:57,ARIS,$ARIS relative volume rising 8.082969 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:51,JMM,$JMM relative volume rising 25.316973 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:51,NTWK,$NTWK relative volume rising 890.262857 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:36,ROYT,$ROYT relative volume rising 7.165563 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:30,NXTD,$NXTD relative volume rising 6.745629 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:27,CADC,$CADC relative volume rising 17.610298 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:27,HTGM,$HTGM relative volume rising 9.337761 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:21,CCCR,"$CCCR relative volume rising 1,071.065242 times yestersday at 09:19 (time now) (30 second test)"
04/07/2017 09:19:21,CDXS,$CDXS relative volume rising 47.364089 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:21,LEDS,$LEDS relative volume rising 20.19987 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:21,KURA,$KURA relative volume rising 26.704005 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:19:00,ITI,$ITI relative volume rising 6.338649 times yestersday at 09:19 (time now) (30 second test)
04/07/2017 09:18:57,ARDM,$ARDM relative volume rising 9.660714 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:54,ABIO,$ABIO relative volume rising 7.143726 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:51,NFEC,$NFEC relative volume rising 140.325296 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:39,HIL,$HIL relative volume rising 5.84792 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:36,ICD,$ICD relative volume rising 7.975766 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:36,JASN,$JASN relative volume rising 7.33159 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:30,CLNT,"$CLNT relative volume rising 1,420.586598 times yestersday at 09:18 (time now) (30 second test)"
04/07/2017 09:18:30,DELT,$DELT relative volume rising 42.400497 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:27,CCCL,$CCCL relative volume rising 58.78558 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:27,SPU,$SPU relative volume rising 22.172693 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:24,GURE,$GURE relative volume rising 5.662693 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:21,BNSO,$BNSO relative volume rising 17.243769 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:21,CNTF,$CNTF relative volume rising 5.918355 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:18:15,RCON,$RCON relative volume rising 27.262416 times yestersday at 09:18 (time now) (30 second test)
04/07/2017 09:17:57,HBIO,$HBIO relative volume rising 17.653831 times yestersday at 09:17 (time now) (30 second test)
04/07/2017 09:17:45,BKEP,$BKEP relative volume rising 18.166429 times yestersday at 09:17 (time now) (30 second test)
04/07/2017 09:17:42,AMBR,$AMBR relative volume rising 9.228509 times yestersday at 09:17 (time now) (30 second test)
04/07/2017 09:17:42,CRME,$CRME relative volume rising 5.155974 times yestersday at 09:17 (time now) (30 second test)
04/07/2017 09:17:39,PER,$PER relative volume rising 5.085375 times yestersday at 09:17 (time now) (30 second test)
04/07/2017 09:17:30,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:17 (time now) (30 second test)
04/07/2017 09:17:21,ROYT,$ROYT relative volume rising 7.043214 times yestersday at 09:17 (time now) (30 second test)
04/07/2017 09:17:15,NXEO,$NXEO relative volume rising 6.035717 times yestersday at 09:17 (time now) (30 second test)
04/07/2017 09:17:00,AHC,$AHC relative volume rising 5.548902 times yestersday at 09:17 (time now) (30 second test)
04/07/2017 09:16:27,HTGM,$HTGM relative volume rising 9.347051 times yestersday at 09:16 (time now) (30 second test)
04/07/2017 09:16:21,CCCR,"$CCCR relative volume rising 1,044.372934 times yestersday at 09:16 (time now) (30 second test)"
04/07/2017 09:16:21,CDXS,$CDXS relative volume rising 47.548565 times yestersday at 09:16 (time now) (30 second test)
04/07/2017 09:16:21,CREG,$CREG relative volume rising 9.945362 times yestersday at 09:16 (time now) (30 second test)
04/07/2017 09:16:21,ICD,$ICD relative volume rising 7.967335 times yestersday at 09:16 (time now) (30 second test)
04/07/2017 09:16:21,LEDS,$LEDS relative volume rising 19.967498 times yestersday at 09:16 (time now) (30 second test)
04/07/2017 09:16:15,OESX,$OESX relative volume rising 6.709656 times yestersday at 09:16 (time now) (30 second test)
04/07/2017 09:16:06,KURA,$KURA relative volume rising 25.25143 times yestersday at 09:16 (time now) (30 second test)
04/07/2017 09:16:00,CETC,$CETC relative volume rising 584.873085 times yestersday at 09:16 (time now) (30 second test)
04/07/2017 09:15:51,JMM,$JMM relative volume rising 25.316973 times yestersday at 09:15 (time now) (30 second test)
04/07/2017 09:15:42,CADC,$CADC relative volume rising 16.020187 times yestersday at 09:15 (time now) (30 second test)
04/07/2017 09:15:24,ZX,$ZX relative volume rising 10.854338 times yestersday at 09:15 (time now) (30 second test)
04/07/2017 09:15:21,NFEC,$NFEC relative volume rising 130.680626 times yestersday at 09:15 (time now) (30 second test)
04/07/2017 09:15:09,HIL,$HIL relative volume rising 6.051802 times yestersday at 09:15 (time now) (30 second test)
04/07/2017 09:15:00,CLNT,"$CLNT relative volume rising 1,386.937851 times yestersday at 09:15 (time now) (30 second test)"
04/07/2017 09:15:00,DELT,$DELT relative volume rising 42.286361 times yestersday at 09:15 (time now) (30 second test)
04/07/2017 09:15:00,ITI,$ITI relative volume rising 6.31259 times yestersday at 09:15 (time now) (30 second test)
04/07/2017 09:15:00,NXTD,$NXTD relative volume rising 6.784242 times yestersday at 09:15 (time now) (30 second test)
04/07/2017 09:14:57,CCCL,$CCCL relative volume rising 55.759082 times yestersday at 09:14 (time now) (30 second test)
04/07/2017 09:14:51,BNSO,$BNSO relative volume rising 15.810194 times yestersday at 09:14 (time now) (30 second test)
04/07/2017 09:14:51,JNP,$JNP relative volume rising 6.681903 times yestersday at 09:14 (time now) (30 second test)
04/07/2017 09:14:42,ARIS,$ARIS relative volume rising 7.864629 times yestersday at 09:14 (time now) (30 second test)
04/07/2017 09:14:24,PER,$PER relative volume rising 7.087743 times yestersday at 09:14 (time now) (30 second test)
