Time,Symbol,Message
04/07/2017 10:04:06,CDXS,$CDXS relative volume rising 49.875868 times yestersday at 10:04 (time now) (30 second test)
04/07/2017 10:03:54,GALT,$GALT relative volume rising 5.463496 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:42,ARIS,$ARIS relative volume rising 16.757062 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:36,ICD,$ICD relative volume rising 5.501547 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:30,DELT,$DELT relative volume rising 14.264249 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:30,ITI,$ITI relative volume rising 5.524827 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:27,MICT,$MICT relative volume rising 151.347983 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:24,ZX,$ZX relative volume rising 29.796495 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:21,KURA,$KURA relative volume rising 14.556278 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:21,LEDS,$LEDS relative volume rising 19.499118 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:15,GTIM,$GTIM relative volume rising 6.099143 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:15,CBK,$CBK relative volume rising 6.290035 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:12,AMCN,$AMCN relative volume rising 6.370189 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:03:00,BKEP,$BKEP relative volume rising 8.965069 times yestersday at 10:03 (time now) (30 second test)
04/07/2017 10:02:57,AMBR,$AMBR relative volume rising 8.019207 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:02:57,HBIO,$HBIO relative volume rising 17.880772 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:02:51,KBSF,$KBSF relative volume rising 5.008186 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:02:45,NL,$NL relative volume rising 7.194012 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:02:30,ASRV,$ASRV relative volume rising 27.030669 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:02:30,NXEO,$NXEO relative volume rising 6.27468 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:02:30,NXTD,$NXTD relative volume rising 6.414867 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:02:27,CCCL,$CCCL relative volume rising 29.548641 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:02:27,HTGM,$HTGM relative volume rising 5.042876 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:02:21,CCCR,"$CCCR relative volume rising 1,252.896581 times yestersday at 10:02 (time now) (30 second test)"
04/07/2017 10:02:06,JMM,$JMM relative volume rising 33.981595 times yestersday at 10:02 (time now) (30 second test)
04/07/2017 10:01:54,ABIO,$ABIO relative volume rising 5.032072 times yestersday at 10:01 (time now) (30 second test)
04/07/2017 10:01:51,ESXB,$ESXB relative volume rising 5.728564 times yestersday at 10:01 (time now) (30 second test)
04/07/2017 10:01:15,ITI,$ITI relative volume rising 5.483348 times yestersday at 10:01 (time now) (30 second test)
04/07/2017 10:01:00,CLNT,"$CLNT relative volume rising 1,564.21242 times yestersday at 10:01 (time now) (30 second test)"
04/07/2017 10:00:51,CDXS,$CDXS relative volume rising 50.152185 times yestersday at 10:00 (time now) (30 second test)
04/07/2017 10:00:30,CBK,$CBK relative volume rising 5.14762 times yestersday at 10:00 (time now) (30 second test)
04/07/2017 10:00:06,CREG,$CREG relative volume rising 5.985236 times yestersday at 10:00 (time now) (30 second test)
04/07/2017 10:00:06,ICD,$ICD relative volume rising 5.463662 times yestersday at 10:00 (time now) (30 second test)
04/07/2017 10:00:00,RCON,$RCON relative volume rising 12.500263 times yestersday at 10:00 (time now) (30 second test)
04/07/2017 09:59:39,GALT,$GALT relative volume rising 5.418378 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:59:30,ASRV,$ASRV relative volume rising 27.030669 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:59:30,NL,$NL relative volume rising 7.047256 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:59:30,NXTD,$NXTD relative volume rising 6.331818 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:59:30,DELT,$DELT relative volume rising 14.214884 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:59:27,HTGM,$HTGM relative volume rising 6.436142 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:59:21,LEDS,$LEDS relative volume rising 19.571228 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:59:06,CCCR,"$CCCR relative volume rising 1,244.822222 times yestersday at 09:59 (time now) (30 second test)"
04/07/2017 09:59:06,KBSF,$KBSF relative volume rising 5.008186 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:59:00,AHC,$AHC relative volume rising 7.179844 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:59:00,NXEO,$NXEO relative volume rising 6.261112 times yestersday at 09:59 (time now) (30 second test)
04/07/2017 09:58:57,AMBR,$AMBR relative volume rising 7.993287 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:57,SPU,$SPU relative volume rising 10.664098 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:51,JASN,$JASN relative volume rising 5.291076 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:51,JMM,$JMM relative volume rising 33.777096 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:45,GCV,$GCV relative volume rising 34.238229 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:42,CCCL,$CCCL relative volume rising 29.487803 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:36,KURA,$KURA relative volume rising 14.556278 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:30,FENX,$FENX relative volume rising 8.086033 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:27,AMCN,$AMCN relative volume rising 6.838816 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:27,BBRG,$BBRG relative volume rising 6.66695 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:27,CADC,$CADC relative volume rising 23.994587 times yestersday at 09:58 (time now) (30 second test)
04/07/2017 09:58:00,CLNT,"$CLNT relative volume rising 1,562.662995 times yestersday at 09:58 (time now) (30 second test)"
04/07/2017 09:57:51,CDXS,$CDXS relative volume rising 46.94536 times yestersday at 09:57 (time now) (30 second test)
04/07/2017 09:57:45,BKEP,$BKEP relative volume rising 8.965069 times yestersday at 09:57 (time now) (30 second test)
04/07/2017 09:57:15,RCON,$RCON relative volume rising 12.500263 times yestersday at 09:57 (time now) (30 second test)
04/07/2017 09:57:00,ITI,$ITI relative volume rising 5.480825 times yestersday at 09:57 (time now) (30 second test)
04/07/2017 09:56:54,ZX,$ZX relative volume rising 30.367428 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:51,ESXB,$ESXB relative volume rising 5.726853 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:36,BNSO,$BNSO relative volume rising 20.023554 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:30,ASRV,$ASRV relative volume rising 27.030669 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:30,NL,$NL relative volume rising 7.03845 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:27,HTGM,$HTGM relative volume rising 7.134764 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:27,SPU,$SPU relative volume rising 10.664098 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:24,GALT,$GALT relative volume rising 5.354306 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:21,LEDS,$LEDS relative volume rising 19.464087 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:21,ICD,$ICD relative volume rising 5.71766 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:06,NFEC,$NFEC relative volume rising 151.076565 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:00,NXTD,$NXTD relative volume rising 6.32664 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:56:00,CBK,$CBK relative volume rising 5.139326 times yestersday at 09:56 (time now) (30 second test)
04/07/2017 09:55:57,HBIO,$HBIO relative volume rising 19.580384 times yestersday at 09:55 (time now) (30 second test)
04/07/2017 09:55:51,CCCR,"$CCCR relative volume rising 1,229.714245 times yestersday at 09:55 (time now) (30 second test)"
04/07/2017 09:55:45,DELT,$DELT relative volume rising 14.154569 times yestersday at 09:55 (time now) (30 second test)
04/07/2017 09:55:42,CCCL,$CCCL relative volume rising 29.445999 times yestersday at 09:55 (time now) (30 second test)
04/07/2017 09:55:42,BBRG,$BBRG relative volume rising 6.734385 times yestersday at 09:55 (time now) (30 second test)
04/07/2017 09:55:30,NXEO,$NXEO relative volume rising 6.252455 times yestersday at 09:55 (time now) (30 second test)
04/07/2017 09:55:30,GTIM,$GTIM relative volume rising 5.793146 times yestersday at 09:55 (time now) (30 second test)
04/07/2017 09:55:12,AMBR,$AMBR relative volume rising 7.971824 times yestersday at 09:55 (time now) (30 second test)
04/07/2017 09:55:06,NTWK,$NTWK relative volume rising 902.834286 times yestersday at 09:55 (time now) (30 second test)
04/07/2017 09:54:57,CADC,$CADC relative volume rising 23.45904 times yestersday at 09:54 (time now) (30 second test)
04/07/2017 09:54:51,JMM,$JMM relative volume rising 33.777096 times yestersday at 09:54 (time now) (30 second test)
04/07/2017 09:54:51,KURA,$KURA relative volume rising 15.403159 times yestersday at 09:54 (time now) (30 second test)
04/07/2017 09:54:45,AHC,$AHC relative volume rising 6.940293 times yestersday at 09:54 (time now) (30 second test)
04/07/2017 09:54:30,BKEP,$BKEP relative volume rising 8.936201 times yestersday at 09:54 (time now) (30 second test)
04/07/2017 09:54:30,CLNT,"$CLNT relative volume rising 1,561.205868 times yestersday at 09:54 (time now) (30 second test)"
04/07/2017 09:54:30,ITI,$ITI relative volume rising 5.478276 times yestersday at 09:54 (time now) (30 second test)
04/07/2017 09:54:27,AMCN,$AMCN relative volume rising 7.247425 times yestersday at 09:54 (time now) (30 second test)
04/07/2017 09:54:21,CDXS,$CDXS relative volume rising 46.932501 times yestersday at 09:54 (time now) (30 second test)
04/07/2017 09:53:51,ICD,$ICD relative volume rising 6.925481 times yestersday at 09:53 (time now) (30 second test)
04/07/2017 09:53:30,RCON,$RCON relative volume rising 12.523752 times yestersday at 09:53 (time now) (30 second test)
04/07/2017 09:53:27,SPRT,$SPRT relative volume rising 5.53314 times yestersday at 09:53 (time now) (30 second test)
04/07/2017 09:53:15,CBK,$CBK relative volume rising 5.069887 times yestersday at 09:53 (time now) (30 second test)
04/07/2017 09:53:06,BNSO,$BNSO relative volume rising 19.795177 times yestersday at 09:53 (time now) (30 second test)
04/07/2017 09:52:57,HTGM,$HTGM relative volume rising 7.081543 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:57,SPU,$SPU relative volume rising 11.248356 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:57,ARIS,$ARIS relative volume rising 19.513158 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:45,ASRV,$ASRV relative volume rising 27.030669 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:45,NL,$NL relative volume rising 5.823305 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:42,BBRG,$BBRG relative volume rising 6.866653 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:30,DELT,$DELT relative volume rising 14.14297 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:27,CCCL,$CCCL relative volume rising 29.097775 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:21,CCCR,"$CCCR relative volume rising 1,223.720513 times yestersday at 09:52 (time now) (30 second test)"
04/07/2017 09:52:15,NXTD,$NXTD relative volume rising 6.342963 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:15,SMIT,$SMIT relative volume rising 8.117241 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:06,LEDS,$LEDS relative volume rising 20.212304 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:52:00,AHC,$AHC relative volume rising 6.668898 times yestersday at 09:52 (time now) (30 second test)
04/07/2017 09:51:51,CREG,$CREG relative volume rising 5.976414 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:51:45,SMTX,$SMTX relative volume rising 15.375667 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:51:42,HBIO,$HBIO relative volume rising 19.493281 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:51:39,GALT,$GALT relative volume rising 5.345127 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:51:39,ZX,$ZX relative volume rising 30.367428 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:51:30,GTIM,$GTIM relative volume rising 5.731946 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:51:27,CADC,$CADC relative volume rising 23.444412 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:51:12,CRME,$CRME relative volume rising 5.242993 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:51:06,NTWK,$NTWK relative volume rising 902.634286 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:51:00,CLNT,"$CLNT relative volume rising 1,550.255626 times yestersday at 09:51 (time now) (30 second test)"
04/07/2017 09:51:00,RCON,$RCON relative volume rising 12.500727 times yestersday at 09:51 (time now) (30 second test)
04/07/2017 09:50:57,AMBR,$AMBR relative volume rising 7.931846 times yestersday at 09:50 (time now) (30 second test)
04/07/2017 09:50:57,ATAX,$ATAX relative volume rising 7.786908 times yestersday at 09:50 (time now) (30 second test)
04/07/2017 09:50:51,CDXS,$CDXS relative volume rising 47.58052 times yestersday at 09:50 (time now) (30 second test)
04/07/2017 09:50:30,BKEP,$BKEP relative volume rising 8.352483 times yestersday at 09:50 (time now) (30 second test)
04/07/2017 09:50:27,ARIS,$ARIS relative volume rising 13.263158 times yestersday at 09:50 (time now) (30 second test)
04/07/2017 09:50:27,INOD,$INOD relative volume rising 28.789037 times yestersday at 09:50 (time now) (30 second test)
04/07/2017 09:50:21,ICD,$ICD relative volume rising 6.833211 times yestersday at 09:50 (time now) (30 second test)
04/07/2017 09:50:06,ESXB,$ESXB relative volume rising 5.699469 times yestersday at 09:50 (time now) (30 second test)
04/07/2017 09:49:57,BBRG,$BBRG relative volume rising 6.481605 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:45,ASRV,$ASRV relative volume rising 27.030669 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:42,SEED,$SEED relative volume rising 9.267063 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:27,AMCN,$AMCN relative volume rising 7.14353 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:27,HTGM,$HTGM relative volume rising 7.138334 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:21,KURA,$KURA relative volume rising 14.97393 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:12,SPU,$SPU relative volume rising 11.572878 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:06,JMM,$JMM relative volume rising 33.777096 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:06,LEDS,$LEDS relative volume rising 20.212304 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:06,ROYT,$ROYT relative volume rising 6.424661 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:00,NXTD,$NXTD relative volume rising 6.343366 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:49:00,NL,$NL relative volume rising 6.173994 times yestersday at 09:49 (time now) (30 second test)
04/07/2017 09:48:57,CCCL,$CCCL relative volume rising 29.419043 times yestersday at 09:48 (time now) (30 second test)
04/07/2017 09:48:54,GALT,$GALT relative volume rising 5.245346 times yestersday at 09:48 (time now) (30 second test)
04/07/2017 09:48:54,ZX,$ZX relative volume rising 26.577954 times yestersday at 09:48 (time now) (30 second test)
04/07/2017 09:48:51,CCCR,"$CCCR relative volume rising 1,219.852137 times yestersday at 09:48 (time now) (30 second test)"
04/07/2017 09:48:45,CBK,$CBK relative volume rising 6.119328 times yestersday at 09:48 (time now) (30 second test)
04/07/2017 09:48:45,SMIT,$SMIT relative volume rising 8.117241 times yestersday at 09:48 (time now) (30 second test)
04/07/2017 09:48:36,CNTF,$CNTF relative volume rising 6.232446 times yestersday at 09:48 (time now) (30 second test)
04/07/2017 09:48:30,NXEO,$NXEO relative volume rising 6.257229 times yestersday at 09:48 (time now) (30 second test)
04/07/2017 09:48:00,CLNT,"$CLNT relative volume rising 1,539.310607 times yestersday at 09:48 (time now) (30 second test)"
04/07/2017 09:48:00,AHC,$AHC relative volume rising 6.448164 times yestersday at 09:48 (time now) (30 second test)
04/07/2017 09:47:57,HBIO,$HBIO relative volume rising 19.44613 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:47:51,CDXS,$CDXS relative volume rising 47.595975 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:47:51,JNP,$JNP relative volume rising 6.666105 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:47:45,DELT,$DELT relative volume rising 14.136982 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:47:30,RCON,$RCON relative volume rising 12.4773 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:47:30,GTIM,$GTIM relative volume rising 5.731946 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:47:27,CRME,$CRME relative volume rising 5.226917 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:47:21,BNSO,$BNSO relative volume rising 19.79175 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:47:12,CADC,$CADC relative volume rising 22.587478 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:47:12,AMBR,$AMBR relative volume rising 7.905755 times yestersday at 09:47 (time now) (30 second test)
04/07/2017 09:46:57,SEED,$SEED relative volume rising 9.21294 times yestersday at 09:46 (time now) (30 second test)
04/07/2017 09:46:51,ICD,$ICD relative volume rising 6.829801 times yestersday at 09:46 (time now) (30 second test)
04/07/2017 09:46:45,ITI,$ITI relative volume rising 5.666702 times yestersday at 09:46 (time now) (30 second test)
04/07/2017 09:46:30,FENX,$FENX relative volume rising 8.086033 times yestersday at 09:46 (time now) (30 second test)
04/07/2017 09:46:30,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:46 (time now) (30 second test)
04/07/2017 09:46:27,HTGM,$HTGM relative volume rising 7.485372 times yestersday at 09:46 (time now) (30 second test)
04/07/2017 09:46:21,ESXB,$ESXB relative volume rising 5.690912 times yestersday at 09:46 (time now) (30 second test)
04/07/2017 09:46:00,NL,$NL relative volume rising 5.999376 times yestersday at 09:46 (time now) (30 second test)
04/07/2017 09:45:51,NTWK,$NTWK relative volume rising 902.634286 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:45:42,SPU,$SPU relative volume rising 16.709576 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:45:42,AMCN,$AMCN relative volume rising 7.746047 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:45:30,NXEO,$NXEO relative volume rising 6.195303 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:45:27,CCCL,$CCCL relative volume rising 29.087895 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:45:27,BBRG,$BBRG relative volume rising 6.53346 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:45:24,GALT,$GALT relative volume rising 5.06329 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:45:21,CCCR,"$CCCR relative volume rising 1,192.780912 times yestersday at 09:45 (time now) (30 second test)"
04/07/2017 09:45:00,CLNT,"$CLNT relative volume rising 1,536.271431 times yestersday at 09:45 (time now) (30 second test)"
04/07/2017 09:45:00,CBK,$CBK relative volume rising 5.907474 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:45:00,LENS,$LENS relative volume rising 5.368267 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:45:00,NXTD,$NXTD relative volume rising 6.34366 times yestersday at 09:45 (time now) (30 second test)
04/07/2017 09:44:57,AMBR,$AMBR relative volume rising 7.89161 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:44:57,ATAX,$ATAX relative volume rising 7.786908 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:44:51,CDXS,$CDXS relative volume rising 47.406553 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:44:51,NFEC,$NFEC relative volume rising 150.568951 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:44:39,ZX,$ZX relative volume rising 26.411541 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:44:36,CREG,$CREG relative volume rising 5.976414 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:44:27,ARIS,$ARIS relative volume rising 8.665354 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:44:21,BNSO,$BNSO relative volume rising 19.64843 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:44:15,AHC,$AHC relative volume rising 6.249141 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:44:15,DELT,$DELT relative volume rising 14.081747 times yestersday at 09:44 (time now) (30 second test)
04/07/2017 09:43:36,JASN,$JASN relative volume rising 5.325561 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:30,FENX,$FENX relative volume rising 8.377997 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:27,HBIO,$HBIO relative volume rising 19.359686 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:21,ICD,$ICD relative volume rising 6.978458 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:21,ROYT,$ROYT relative volume rising 6.5106 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:15,ITI,$ITI relative volume rising 6.016628 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:12,CADC,$CADC relative volume rising 22.515799 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:09,GURE,$GURE relative volume rising 5.842563 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:06,LEDS,$LEDS relative volume rising 20.50111 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:00,NL,$NL relative volume rising 5.905831 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:43:00,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:43 (time now) (30 second test)
04/07/2017 09:42:57,INOD,$INOD relative volume rising 28.622924 times yestersday at 09:42 (time now) (30 second test)
04/07/2017 09:42:42,BBRG,$BBRG relative volume rising 6.842274 times yestersday at 09:42 (time now) (30 second test)
04/07/2017 09:42:42,SPU,$SPU relative volume rising 22.984181 times yestersday at 09:42 (time now) (30 second test)
04/07/2017 09:42:42,SEED,$SEED relative volume rising 9.209921 times yestersday at 09:42 (time now) (30 second test)
04/07/2017 09:42:27,AMCN,$AMCN relative volume rising 8.538423 times yestersday at 09:42 (time now) (30 second test)
04/07/2017 09:41:57,HTGM,$HTGM relative volume rising 8.198015 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:51,CCCR,"$CCCR relative volume rising 1,157.969231 times yestersday at 09:41 (time now) (30 second test)"
04/07/2017 09:41:51,NTWK,$NTWK relative volume rising 902.634286 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:42,CRME,$CRME relative volume rising 5.15222 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:30,CLNT,"$CLNT relative volume rising 1,525.027276 times yestersday at 09:41 (time now) (30 second test)"
04/07/2017 09:41:27,CCCL,$CCCL relative volume rising 46.083014 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:24,ZX,$ZX relative volume rising 25.038269 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:21,CDXS,$CDXS relative volume rising 47.563259 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:15,RCON,$RCON relative volume rising 12.478863 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:12,AMBR,$AMBR relative volume rising 7.886777 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:06,CNTF,$CNTF relative volume rising 6.225533 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:00,CBK,$CBK relative volume rising 5.961188 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:41:00,NXTD,$NXTD relative volume rising 6.668782 times yestersday at 09:41 (time now) (30 second test)
04/07/2017 09:40:57,ARIS,$ARIS relative volume rising 8.074803 times yestersday at 09:40 (time now) (30 second test)
04/07/2017 09:40:57,CDTI,$CDTI relative volume rising 5.273276 times yestersday at 09:40 (time now) (30 second test)
04/07/2017 09:40:45,DELT,$DELT relative volume rising 14.074172 times yestersday at 09:40 (time now) (30 second test)
04/07/2017 09:40:45,SMIT,$SMIT relative volume rising 8.117241 times yestersday at 09:40 (time now) (30 second test)
04/07/2017 09:40:21,ROYT,$ROYT relative volume rising 6.422091 times yestersday at 09:40 (time now) (30 second test)
04/07/2017 09:40:00,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:40 (time now) (30 second test)
04/07/2017 09:40:00,AHC,$AHC relative volume rising 6.212955 times yestersday at 09:40 (time now) (30 second test)
